
========================================
  IMU Diagnostic - Raw Data Output
========================================

[1] Checking IMU connection...
Version:1.0.0
[2] IMU found! Initializing...
[3] Streaming sensor data...

Rotate the IMU and observe the output.

----------------------------------------------------------------------------------------------------------------------------------------
TIME	RAW_MAG_X	RAW_MAG_Y	RAW_MAG_Z	EULER_YAW		QUAT_W		QUAT_X		QUAT_Y		QUAT_Z
----------------------------------------------------------------------------------------------------------------------------------------
12658	-18.7506		-2.7345		-41.8226		169.7441		0.088945		-0.009017		0.003110		0.994296
12766	-17.6275		-4.3214		-41.4563		166.3185		0.118505		-0.003117		-0.001526		0.991248
12874	-18.7506		-5.2492		-41.7005		161.7665		0.153706		-0.002029		-0.009486		0.985735
12982	-18.7506		-6.9094		-41.1390		157.4914		0.194244		0.004703		-0.009912		0.979171
13090	-18.7506		-8.7893		-41.5296		153.0639		0.231789		0.002108		-0.009794		0.970979
13198	-18.7506		-10.3519		-41.7249		147.5058		0.278435		0.001239		-0.002956		0.958691
13306	-18.7506		-11.6459		-41.3343		142.4821		0.320068		0.001340		0.000654		0.945612
13414	-18.7506		-12.2562		-41.6272		138.7970		0.350231		-0.000194		-0.000942		0.934861
13522	-18.7506		-13.5258		-41.7249		135.0931		0.377167		-0.003279		-0.004783		0.924303
13630	-12.5004		-14.1850		-41.2366		131.2934		0.410492		-0.003567		-0.011555		0.909931
13738	-12.5004		-15.1616		-41.3831		126.5097		0.448105		0.006450		-0.015021		0.891941
13846	-12.5004		-16.0649		-41.1390		121.0253		0.490173		0.005808		-0.013544		0.869561
13954	-12.5004		-16.9683		-41.1878		115.5144		0.531296		0.004465		0.004410		0.845168
14061	-12.5004		-17.8716		-41.2854		110.1846		0.566589		0.003498		-0.008413		0.821894
14169	-6.2502		-18.2623		-40.9925		106.1774		0.598221		-0.007442		-0.014942		0.799049
14277	-6.2502		-18.7994		-41.2122		102.8643		0.620972		-0.012142		-0.016537		0.781402
14385	-6.2502		-19.0680		-40.9436		100.4245		0.637573		-0.001657		-0.005539		0.768165
14493	-6.2502		-19.0924		-41.4319		98.0504		0.653351		-0.002254		-0.001045		0.754818
14601	-6.2502		-19.2877		-40.9680		97.6544		0.655685		-0.012796		-0.004382		0.752541
14709	-6.2502		-19.0436		-40.8704		98.2515		0.652939		-0.004227		-0.007568		0.755126
14817	-6.2502		-19.2145		-40.5530		99.2105		0.645676		-0.002434		-0.001738		0.761390
14925	-6.2502		-19.2389		-41.3099		99.1886		0.645828		0.001577		-0.006919		0.761234
15033	-6.2502		-19.6051		-40.7239		99.1112		0.646332		0.002435		-0.008173		0.760783
15141	-6.2502		-19.4586		-40.9680		99.4023		0.644394		0.002827		-0.003100		0.762463
15249	-6.2502		-19.3854		-40.9436		99.8841		0.641129		0.000361		0.002896		0.765167
15357	-6.2502		-19.4342		-40.9436		99.6660		0.642639		-0.002553		-0.002734		0.763946
15465	-6.2502		-19.6051		-40.8948		98.7267		0.648865		0.005565		0.000183		0.758659
15573	-6.2502		-19.6539		-41.3099		95.6084		0.669266		0.003777		-0.002044		0.740728
15681	-6.2502		-19.5563		-40.9680		91.2848		0.696716		0.004990		-0.010563		0.714883
15789	0.0000		-19.9225		-40.7727		87.3869		0.720642		0.003553		-0.004675		0.690838
15897	0.0000		-19.6783		-40.8704		82.6501		0.746170		0.001302		0.000889		0.663213
16005	0.0000		-19.8248		-41.1145		78.9381		0.769592		-0.000603		-0.007017		0.635832
16113	0.0000		-19.0680		-40.6995		75.2887		0.789474		-0.000167		-0.007696		0.610980
16221	0.0000		-18.7262		-40.9192		71.6188		0.808640		0.001320		-0.007152		0.585371
16329	6.2502		-18.0670		-41.1878		68.1205		0.826141		-0.001509		-0.013468		0.560290
16437	6.2502		-18.0425		-41.0901		64.8714		0.841711		-0.003728		-0.015177		0.536569
16545	6.2502		-17.4810		-41.0901		61.6819		0.854889		-0.002410		-0.013455		0.515350
16652	6.2502		-16.9439		-40.7483		58.3805		0.870789		-0.002963		-0.011824		0.488042
16760	6.2502		-16.4800		-41.2610		54.8328		0.885498		-0.001715		-0.014461		0.460766
16868	6.2502		-15.7720		-40.8704		50.6578		0.901688		-0.001523		-0.018222		0.428069
16976	12.5004		-14.6489		-41.0657		46.2510		0.917471		-0.005484		-0.022336		0.392868
17084	12.5004		-13.7211		-41.4563		42.4717		0.928940		-0.008023		-0.020978		0.364927
17192	12.5004		-13.2084		-41.1390		39.2866		0.939819		0.000216		-0.007637		0.336577
17300	12.5004		-12.2562		-41.3587		35.4029		0.950714		0.003501		-0.006572		0.304477
17408	12.5004		-10.7913		-41.2854		31.3027		0.960968		-0.000096		-0.013772		0.270099
17516	12.5004		-9.2288		-41.5052		26.7278		0.971008		0.000437		-0.014192		0.231422
17624	12.5004		-7.5442		-41.6517		21.3065		0.980103		-0.000397		-0.011254		0.185118
17732	12.5004		-5.7375		-41.6272		16.5942		0.987198		-0.004427		-0.007966		0.148194
17840	12.5004		-3.1007		-41.6272		12.4157		0.992325		-0.010646		-0.008970		0.108214
17948	12.5004		-1.7823		-41.7005		8.3530		0.995483		-0.011608		-0.014378		0.072768
18056	12.5004		-0.3662		-41.8958		3.6391		0.997360		-0.018313		-0.023665		0.031350
18164	18.3599		1.4893		-41.7737		-0.8298		0.997787		-0.020559		-0.023419		-0.007732
