
========================================
  IMU Diagnostic - Raw Data Output
========================================

[1] Checking IMU connection...
Version:1.0.0
[2] IMU found! Initializing...
[3] Streaming sensor data...

Rotate the IMU and observe the output.

--------------------------------------------------------------------------------
TIME	RAW_MAG_X	RAW_MAG_Y	RAW_MAG_Z	EULER_YAW	QUAT_W		QUAT_Z
--------------------------------------------------------------------------------
8412	-12.5004		15.5766		-42.1155		-116.0530		0.527328		-0.847649
8519	-12.5004		14.4536		-41.7249		-119.7026		0.500087		-0.863979
8626	-12.5004		13.8676		-42.3841		-122.5664		0.478386		-0.876191
8734	-12.5004		13.4770		-42.0423		-125.6760		0.454498		-0.888827
8842	-12.5004		12.9643		-41.5784		-128.6036		0.431709		-0.900140
8949	-12.5004		12.4760		-42.2132		-131.8076		0.406425		-0.911833
9056	-18.7506		11.8900		-41.7493		-134.1058		0.390030		-0.918958
9164	-18.7506		11.8412		-42.2620		-136.2739		0.370659		-0.926932
9272	-18.7506		10.8890		-41.8958		-139.1535		0.347321		-0.935839
9380	-18.7506		10.0345		-41.8714		-142.1034		0.323074		-0.944411
9487	-18.7506		8.7649		-41.7737		-145.4276		0.295853		-0.953264
9594	-18.7506		8.6428		-41.6761		-147.8233		0.275589		-0.959298
9702	-18.7506		7.6907		-41.9935		-150.2227		0.255669		-0.964956
9809	-18.7506		7.7395		-42.4329		-151.6979		0.243286		-0.968125
9917	-18.7506		7.1535		-42.1400		-153.7516		0.225777		-0.972252
10025	-18.7506		6.7141		-42.0911		-156.5389		0.203732		-0.977361
10133	-18.7506		6.4455		-42.0911		-157.0948		0.197609		-0.978514
10240	-18.7506		6.2014		-42.3597		-157.4398		0.194664		-0.979118
10348	-18.7506		5.8351		-42.3841		-157.6059		0.193115		-0.979360
10455	-18.7506		6.0305		-42.3597		-159.6323		0.175983		-0.982601
10562	-18.7506		4.9318		-42.1155		-164.2493		0.140667		-0.988319
10669	-18.7506		3.7599		-41.7737		-168.8037		0.097029		-0.993542
10776	-18.7506		2.3682		-42.0667		-172.8717		0.061827		-0.996336
10884	-18.7506		1.1231		-41.4319		-176.9951		0.026084		-0.997969
10992	-18.7506		-0.0977		-41.6028		178.2170		-0.011832		-0.998221
11099	-18.7506		-1.0498		-41.3831		174.2293		-0.049998		-0.996954
11206	-18.7506		-2.9298		-41.6272		170.5027		-0.082253		-0.994812
11313	-18.7506		-3.3204		-41.4808		167.4360		-0.108799		-0.992262
